"","urbrur","hhsize","statocc","rooms","bedrooms","floor","walls","roof","electricity","cook_fuel","phone","cell","car","bicycle","motorcycle","refrigerator","tv","radio","bank","exp_01","exp_02","exp_03","exp_04","exp_05","exp_06","exp_07","exp_08","exp_09","exp_10","exp_11","exp_12"
"6299","Rural",6,"Owned",3,2,"Earth","Adobe","Metal","No","Wood","No","No","No","No","No","No","No","No","No",3122,412,237,310,238,58,136,27,35,36,52,68
"6300","Rural",6,"Owned",5,4,"Cement","Brick","Concrete","Yes","Gas","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",6191,55,1756,5689,511,584,1351,725,372,2469,399,1609
"6301","Rural",9,"Owned",3,2,"Earth","Wood","Metal","Yes","Other","No","No","No","No","No","No","Yes","Yes","No",6093,23,676,665,1107,883,651,17,680,205,54,335
"6302","Rural",10,"Owned",1,0,"Earth","Adobe","Thatch","No","Wood","No","No","No","No","No","No","No","Yes","No",5511,70,531,835,478,95,241,55,102,237,462,306
"6303","Rural",8,"Owned",2,1,"Earth","Metal","Metal","No","Wood","No","Yes","No","No","No","No","No","Yes","No",3608,83,354,944,321,52,143,170,59,58,303,207
"6304","Urban",5,"Owned",3,2,"Cement","Brick","Concrete","Yes","Gas","No","Yes","No","No","No","Yes","No","Yes","Yes",2922,42,744,2807,176,219,457,287,161,1035,274,731
"6305","Rural",7,"Owned",4,3,"Cement","Brick","Scrap","Yes","Wood","No","Yes","Yes","Yes","No","No","Yes","Yes","Yes",4656,110,1269,3838,525,316,2024,431,381,1046,578,1269
"6306","Rural",5,"Owned",7,3,"Cement","Brick","Concrete","Yes","Wood","No","No","Yes","No","No","Yes","Yes","Yes","Yes",3208,34,614,5094,386,324,1590,280,133,678,201,800
"6307","Rural",8,"Owned",3,3,"Cement","Brick","Concrete","Yes","Wood","No","Yes","No","Yes","No","No","Yes","Yes","Yes",6797,189,1107,3561,440,284,990,242,423,1110,533,661
"6308","Rural",8,"Owned",4,2,"Earth","Adobe","Thatch","No","Wood","No","No","No","No","No","No","No","No","No",3194,334,303,421,267,78,139,30,51,48,62,95
"6309","Urban",3,"Owned",5,2,"Other","Brick","Concrete","Yes","Gas","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes",4737,91,1734,9472,2320,766,5280,2287,1373,2523,1172,1807
"6310","Urban",5,"Owned",2,2,"Cement","Concrete","Metal","Yes","Gas","No","No","No","No","No","No","No","Yes","No",3999,20,393,1484,326,69,196,58,73,433,1205,353
"6311","Urban",7,"Owned",5,3,"Cement","Brick","Concrete","Yes","Gas","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",5319,67,1290,5309,694,639,1207,1544,632,2539,324,1213
"6312","Urban",1,"Owned",2,1,"Cement","Brick","Concrete","Yes","Gas","No","No","Yes","No","No","Yes","Yes","No","Yes",1748,30,343,4766,412,208,1455,239,195,68,225,600
"6313","Urban",5,"Owned",2,2,"Cement","Brick","Concrete","Yes","Gas","No","Yes","No","No","No","No","Yes","No","Yes",3128,43,803,2701,193,273,552,317,165,990,338,649
"6314","Urban",1,"Rented",2,1,"Other","Brick","Concrete","Yes","Gas","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes",1000,12,156,3574,459,158,225,588,131,29,156,329
"6315","Rural",7,"Owned",3,3,"Earth","Adobe","Scrap","No","Wood","No","No","No","No","No","No","No","Yes","No",3025,351,338,352,284,72,147,29,48,86,67,91
"6316","Rural",10,"Free",2,2,"Earth","Brick","Concrete","Yes","Coal","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes",4769,242,1208,4752,520,164,1036,486,402,711,1727,1079
"6317","Rural",10,"Owned",6,5,"Earth","Wood","Thatch","No","Wood","No","Yes","No","No","No","No","No","Yes","Yes",9799,524,621,956,498,253,948,349,269,115,115,212
"6318","Urban",5,"Owned",3,2,"Cement","Adobe","Concrete","Yes","Gas","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",5307,24,697,2291,1903,843,786,164,1003,402,68,635
"6319","Urban",1,"Owned",3,1,"Cement","Brick","Concrete","Yes","Gas","No","No","No","No","No","Yes","Yes","Yes","Yes",858,56,287,2542,222,78,315,194,171,41,329,329
"6320","Rural",7,"Owned",4,3,"Cement","Brick","Metal","No","Other","No","Yes","No","Yes","No","No","No","Yes","No",5235,414,587,1443,520,220,561,149,135,292,138,425
"6321","Urban",1,"Rented",2,1,"Cement","Brick","Metal","Yes","Gas","No","No","No","No","No","Yes","Yes","Yes","Yes",1028,106,301,2383,228,68,371,170,170,53,349,354
"6322","Rural",6,"Owned",1,1,"Earth","Brick","Metal","Yes","Wood","No","No","No","No","No","No","No","No","No",4045,55,369,1662,185,130,137,0,38,131,247,425
"6323","Urban",5,"Owned",3,2,"Cement","Brick","Metal","Yes","Gas","No","No","No","No","No","Yes","Yes","Yes","Yes",2888,72,564,2470,172,150,481,64,146,711,236,647
"6324","Rural",5,"Owned",4,4,"Cement","Adobe","Metal","Yes","Coal","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes",4742,60,845,980,857,230,3818,382,570,586,223,601
"6325","Rural",5,"Owned",3,1,"Cement","Adobe","Metal","Yes","Wood","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes",5088,48,1055,4901,1254,463,2604,1358,350,450,550,1470
"6326","Rural",6,"Owned",4,3,"Cement","Brick","Concrete","Yes","Wood","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes",3962,106,1141,3943,382,209,691,297,298,1076,359,1181
"6327","Urban",1,"Owned",3,1,"Cement","Brick","Slate","Yes","Gas","No","Yes","Yes","No","No","Yes","Yes","No","Yes",1678,98,554,5606,817,276,3220,817,579,163,797,959
"6328","Rural",7,"Owned",6,3,"Cement","Brick","Metal","No","Wood","No","Yes","No","Yes","No","Yes","Yes","Yes","Yes",9396,325,734,2277,604,193,1966,244,428,607,426,439
"6329","Urban",7,"Owned",1,1,"Cement","Brick","Metal","Yes","Wood","No","Yes","No","No","No","Yes","Yes","Yes","Yes",8472,319,868,3137,686,284,1628,361,604,474,1056,529
"6330","Urban",4,"Rented",4,1,"Other","Brick","Concrete","Yes","Gas","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes",2522,36,821,3283,330,251,606,415,304,1116,324,751
"6331","Urban",2,"Free",2,1,"Cement","Brick","Concrete","Yes","Coal","No","No","No","No","No","No","Yes","No","No",1283,30,126,2215,70,75,102,33,37,48,166,232
"6332","Urban",5,"Owned",4,2,"Other","Brick","Concrete","Yes","Gas","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes",4022,74,1195,5949,810,438,1512,1633,699,1442,682,1129
"6333","Rural",9,"Owned",2,0,"Earth","Adobe","Metal","No","Wood","No","Yes","No","Yes","No","No","No","Yes","No",4409,93,597,474,372,88,279,234,164,466,433,258
"6334","Rural",7,"Owned",2,2,"Earth","Wood","Metal","Yes","Wood","No","No","No","No","No","No","No","Yes","No",5133,22,454,638,756,487,356,0,216,186,105,239
"6335","Rural",8,"Owned",2,1,"Earth","Adobe","Metal","No","Wood","No","No","No","No","No","No","No","Yes","No",4270,305,531,339,338,83,294,66,96,208,150,168
"6336","Urban",4,"Owned",4,2,"Other","Brick","Concrete","Yes","Gas","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes",4283,55,1015,5487,544,311,767,837,435,1717,470,975
"6337","Rural",7,"Owned",3,2,"Cement","Concrete","Metal","Yes","Wood","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes",6810,132,914,2004,763,130,756,655,278,974,1057,578
"6338","Rural",9,"Owned",2,1,"Earth","Adobe","Thatch","No","Other","No","Yes","No","No","No","No","No","Yes","No",6067,234,673,510,489,214,349,81,88,197,104,189
"6339","Rural",8,"Owned",3,2,"Cement","Brick","Concrete","Yes","Gas","No","No","Yes","No","No","Yes","Yes","Yes","Yes",4339,57,1279,4166,302,251,1363,177,212,1765,472,1057
"6340","Rural",6,"Free",4,1,"Cement","Brick","Concrete","Yes","Other","No","Yes","No","No","Yes","Yes","No","No","No",3472,21,1074,3363,342,419,793,430,251,1469,250,1233
"6341","Urban",4,"Owned",1,1,"Cement","Brick","Concrete","Yes","Gas","No","Yes","No","No","No","No","Yes","Yes","Yes",3055,50,759,2434,193,214,530,292,153,794,375,630
"6342","Urban",1,"Owned",4,3,"Other","Brick","Concrete","Yes","Gas","No","No","No","No","No","Yes","Yes","Yes","Yes",1023,80,407,3914,306,92,398,289,259,52,564,393
"6343","Rural",6,"Owned",6,5,"Cement","Brick","Concrete","Yes","Gas","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",6902,62,1456,6965,1011,1028,4463,1722,578,1818,400,1802
"6344","Rural",9,"Owned",3,1,"Earth","Brick","Metal","No","Wood","No","Yes","No","No","No","No","No","No","No",8991,613,639,1015,533,226,954,248,342,280,153,251
"6345","Rural",5,"Owned",2,2,"Earth","Wood","Thatch","No","Wood","No","Yes","No","No","No","No","No","Yes","No",3730,57,435,1101,284,121,223,115,99,44,88,247
"6346","Rural",6,"Owned",2,1,"Earth","Adobe","Thatch","No","Other","No","Yes","No","Yes","No","No","No","No","No",4473,279,444,314,283,121,239,91,61,71,79,132
"6347","Rural",10,"Owned",5,3,"Cement","Brick","Metal","Yes","Electricity","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes",5074,196,1740,4842,964,375,3434,831,574,1008,558,2314
"6348","Urban",3,"Owned",3,2,"Cement","Brick","Concrete","Yes","Petroleum","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes",3435,94,824,5186,598,353,903,1423,513,661,656,1056
"6349","Rural",8,"Owned",4,3,"Earth","Concrete","Metal","Yes","Gas","No","No","No","No","No","Yes","Yes","Yes","No",7099,22,664,3100,836,112,316,181,110,375,1805,795
"6350","Urban",5,"Owned",3,2,"Other","Brick","Concrete","Yes","Electricity","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes",5035,99,2203,7388,1407,486,4222,1157,1073,3719,1296,2003
"6351","Rural",7,"Owned",2,1,"Earth","Adobe","Slate","No","Other","No","No","No","No","No","No","No","No","No",3042,238,487,348,389,148,109,9,31,59,71,82
"6352","Urban",4,"Owned",2,2,"Cement","Brick","Concrete","Yes","Other","No","Yes","No","No","No","Yes","Yes","Yes","Yes",2261,21,820,2576,274,234,549,341,322,1362,237,945
"6353","Urban",4,"Owned",1,1,"Cement","Brick","Scrap","No","Gas","No","Yes","No","No","No","No","Yes","No","No",2877,35,774,2317,218,175,419,246,143,761,250,627
"6354","Urban",1,"Rented",1,0,"Cement","Other","Other","Yes","Electricity","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes",1966,153,1196,3356,1439,229,4309,751,1208,282,349,2933
"6355","Rural",5,"Owned",4,3,"Cement","Brick","Other","Yes","Wood","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes",4240,64,731,4073,503,333,1925,313,225,383,382,1294
"6356","Urban",4,"Owned",3,2,"Earth","Brick","Concrete","Yes","Gas","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes",3700,54,777,3928,416,426,847,562,389,517,226,1012
"6357","Urban",5,"Owned",2,2,"Cement","Wood","Scrap","Yes","Gas","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",5540,28,842,1860,1937,863,934,212,1205,526,93,760
"6358","Urban",1,"Rented",2,1,"Cement","Brick","Concrete","Yes","Gas","No","Yes","Yes","No","No","Yes","No","Yes","Yes",1699,65,659,5017,688,282,2559,675,496,236,721,933
"6359","Urban",5,"Owned",3,1,"Cement","Brick","Concrete","Yes","Gas","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes",3317,32,849,3376,424,464,1559,567,342,1301,265,905
"6360","Urban",4,"Owned",4,1,"Other","Brick","Concrete","Yes","Electricity","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes",3973,93,2018,6916,1226,499,4231,1088,1138,3119,939,1873
"6361","Urban",1,"Free",6,3,"Cement","Brick","Metal","Yes","Electricity","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes",1332,125,641,5793,850,180,2904,646,669,185,605,1503
"6362","Rural",7,"Owned",3,2,"Cement","Brick","Metal","Yes","Wood","No","No","No","No","No","No","No","Yes","No",4397,93,548,1976,252,237,279,12,89,401,119,513
"6363","Rural",5,"Owned",4,3,"Cement","Brick","Metal","Yes","Gas","Yes","No","Yes","No","No","Yes","No","Yes","Yes",2991,47,488,3397,314,318,1406,399,129,440,192,729
"6364","Rural",7,"Free",3,2,"Earth","Adobe","Metal","No","Wood","No","No","No","No","No","No","No","No","No",2812,126,217,565,189,73,90,10,32,58,69,98
"6365","Urban",7,"Owned",3,2,"Cement","Brick","Concrete","Yes","Gas","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes",6132,60,1554,5958,884,935,3020,1768,703,2749,498,1566
"6366","Rural",6,"Owned",3,2,"Earth","Adobe","Other","Yes","Coal","No","No","No","No","No","No","Yes","No","No",4626,71,492,1790,489,214,199,27,108,165,265,321
"6367","Rural",7,"Owned",2,1,"Cement","Brick","Metal","No","Petroleum","No","Yes","No","Yes","No","No","No","Yes","No",5205,335,511,632,334,120,1012,291,308,339,340,201
"6368","Rural",8,"Owned",1,1,"Earth","Wood","Metal","Yes","Wood","No","No","No","No","No","No","No","No","No",4662,22,181,832,484,55,98,10,33,54,500,235
"6369","Rural",6,"Owned",4,2,"Cement","Concrete","Metal","Yes","Wood","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",9413,112,1975,2377,1853,326,1756,1175,853,1599,1082,1336
"6370","Rural",6,"Owned",3,3,"Cement","Brick","Metal","Yes","Gas","No","Yes","No","Yes","No","Yes","Yes","Yes","Yes",2970,32,739,2587,286,257,516,231,137,369,161,981
"6371","Rural",5,"Owned",8,3,"Cement","Brick","Concrete","No","Wood","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes",4137,107,1035,4945,626,331,2804,661,328,887,425,1148
"6372","Urban",1,"Rented",4,1,"Other","Brick","Concrete","Yes","Gas","No","No","Yes","No","No","Yes","Yes","No","Yes",1317,71,515,5708,736,188,2981,472,511,114,697,604
"6373","Rural",8,"Owned",3,1,"Earth","Cardboard","Thatch","Yes","Wood","No","Yes","No","No","No","No","No","No","No",5561,147,465,893,307,281,297,128,156,150,169,213
"6374","Rural",8,"Owned",5,4,"Cement","Brick","Metal","No","Wood","No","No","No","Yes","No","No","No","No","No",6266,640,410,977,409,120,408,28,145,359,94,172
"6375","Rural",7,"Owned",3,2,"Cement","Brick","Concrete","Yes","Wood","No","No","No","No","No","No","No","No","No",2945,108,463,1791,199,151,223,31,84,487,127,543
"6376","Urban",6,"Owned",2,1,"Cement","Concrete","Metal","Yes","Gas","No","No","No","No","No","Yes","Yes","No","No",5768,26,613,2281,512,96,395,131,133,816,1831,626
"6377","Urban",2,"Rented",2,1,"Other","Brick","Concrete","Yes","Gas","Yes","No","No","No","No","Yes","Yes","Yes","Yes",1738,16,220,3449,301,168,256,594,116,83,176,373
"6378","Rural",8,"Owned",4,1,"Earth","Wood","Metal","No","Wood","No","Yes","No","No","No","No","No","No","No",6613,160,170,512,175,121,453,111,99,23,48,48
"6379","Urban",1,"Owned",4,1,"Cement","Brick","Concrete","Yes","Gas","No","Yes","No","No","No","Yes","Yes","Yes","Yes",1546,115,674,4086,604,196,927,827,544,132,858,663
"6380","Rural",4,"Owned",7,4,"Cement","Brick","Metal","Yes","Gas","No","Yes","Yes","No","No","Yes","Yes","No","Yes",3553,51,707,4820,753,601,2928,853,364,971,203,1160
"6381","Rural",8,"Owned",3,2,"Cement","Adobe","Thatch","No","Wood","No","No","No","Yes","No","No","No","Yes","No",4465,118,647,423,319,77,222,39,76,415,180,201
"6382","Urban",4,"Rented",1,1,"Cement","Brick","Metal","No","Coal","No","Yes","No","No","No","No","No","No","No",3468,132,585,1235,314,127,472,260,208,494,721,396
"6383","Rural",7,"Owned",3,3,"Earth","Brick","Other","No","Wood","No","No","No","Yes","No","No","No","Yes","No",4090,344,409,1239,321,191,247,16,104,174,75,150
"6384","Urban",4,"Owned",4,2,"Other","Adobe","Concrete","Yes","Gas","Yes","No","No","Yes","No","Yes","Yes","Yes","Yes",4029,68,588,4794,376,226,646,640,249,524,322,628
"6385","Rural",5,"Owned",4,3,"Cement","Brick","Metal","Yes","Gas","No","Yes","No","Yes","Yes","Yes","Yes","No","Yes",4301,38,951,3603,533,445,810,425,247,624,174,1145
"6386","Urban",6,"Rented",2,1,"Cement","Brick","Metal","Yes","Gas","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes",5003,63,895,3947,448,325,811,431,333,1480,501,913
"6387","Urban",5,"Owned",4,2,"Earth","Brick","Metal","Yes","Other","No","No","No","No","No","No","No","No","No",2175,45,455,2654,266,379,325,113,153,502,63,458
"6388","Rural",9,"Owned",2,1,"Earth","Adobe","Thatch","No","Wood","No","No","No","No","No","No","No","No","No",3477,217,309,403,254,74,140,30,40,64,82,99
"6389","Rural",7,"Owned",3,2,"Earth","Wood","Metal","No","Wood","No","No","No","No","No","No","No","No","No",6340,160,235,912,196,133,485,10,70,55,32,61
"6390","Urban",1,"Rented",1,1,"Other","Brick","Concrete","Yes","Wood","No","Yes","Yes","No","No","Yes","No","No","Yes",1491,84,723,4870,772,173,2444,427,511,334,1473,741
"6391","Rural",9,"Owned",1,0,"Earth","Other","Metal","Yes","Gas","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes",4987,40,725,1482,701,221,1071,365,259,668,1359,659
"6392","Rural",6,"Owned",2,1,"Earth","Wood","Thatch","No","Coal","No","No","No","No","No","No","No","No","No",5831,219,230,856,215,88,316,34,90,71,103,61
"6393","Urban",3,"Owned",3,2,"Cement","Brick","Concrete","Yes","Gas","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes",2903,51,676,3644,448,313,2386,657,323,340,420,808
"6394","Urban",1,"Free",4,2,"Earth","Brick","Metal","Yes","Gas","No","No","No","No","No","Yes","Yes","No","No",1091,13,71,2957,211,142,87,100,78,13,25,187
"6395","Urban",4,"Owned",7,4,"Cement","Brick","Concrete","Yes","Gas","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",5922,103,1682,7778,1852,970,4657,2347,1371,2900,587,1798
"6396","Urban",1,"Owned",4,1,"Cement","Brick","Concrete","Yes","Gas","No","Yes","No","No","No","No","Yes","Yes","Yes",1110,77,545,3343,391,187,676,674,518,114,441,557
"6397","Rural",4,"Owned",4,3,"Cement","Brick","Metal","Yes","Coal","No","No","No","No","No","Yes","Yes","No","No",3867,68,372,4873,331,142,435,73,199,218,262,488
"6398","Urban",4,"Owned",2,1,"Earth","Cardboard","Metal","Yes","Wood","No","Yes","No","No","No","Yes","Yes","No","Yes",5472,123,754,2449,661,273,578,401,342,521,542,772
"6399","Urban",5,"Owned",3,1,"Cement","Brick","Metal","Yes","Gas","No","Yes","No","No","No","No","Yes","No","No",4207,50,827,3235,387,550,773,448,388,546,203,1033
"6400","Rural",10,"Owned",2,2,"Earth","Brick","Thatch","No","Wood","No","Yes","No","Yes","No","No","No","Yes","No",7229,211,894,1671,377,194,456,174,279,477,256,412
"6401","Rural",5,"Owned",4,2,"Cement","Brick","Concrete","Yes","Gas","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes",6687,45,1332,6637,1012,1037,3598,1540,497,1339,412,1756
"6402","Rural",8,"Owned",6,2,"Cement","Concrete","Metal","Yes","Wood","No","Yes","No","No","No","Yes","Yes","Yes","Yes",6358,59,970,1327,694,146,688,553,231,1167,555,603
"6403","Rural",9,"Owned",2,2,"Other","Wood","Thatch","Yes","Wood","No","No","No","No","No","No","No","No","No",8069,78,231,1449,170,109,383,21,78,61,143,79
"6404","Urban",5,"Owned",3,3,"Cement","Brick","Concrete","Yes","Gas","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes",3932,67,803,4141,324,339,956,993,280,634,407,881
"6405","Urban",3,"Owned",6,3,"Other","Brick","Concrete","Yes","Gas","Yes","No","No","No","No","Yes","Yes","Yes","Yes",3888,34,527,9052,740,444,617,1322,319,355,304,857
"6406","Rural",11,"Owned",3,3,"Earth","Wood","Metal","No","Wood","No","Yes","No","Yes","No","Yes","No","Yes","Yes",6181,178,710,1254,520,149,640,259,215,318,422,406
"6407","Rural",9,"Owned",4,2,"Cement","Brick","Concrete","Yes","Wood","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes",5947,172,1767,5408,525,294,1113,363,511,2121,553,1333
"6408","Rural",10,"Owned",3,1,"Earth","Stone","Metal","No","Wood","No","No","No","No","No","No","No","No","No",7200,683,401,876,462,171,343,17,79,154,81,92
"6409","Rural",7,"Owned",1,1,"Earth","Adobe","Metal","No","Wood","No","Yes","No","Yes","No","No","No","No","No",2615,119,245,160,195,47,157,146,59,79,103,90
"6410","Urban",2,"Free",1,1,"Cement","Brick","Concrete","Yes","Gas","No","Yes","No","No","No","Yes","Yes","Yes","Yes",2969,70,757,3172,417,233,990,648,278,252,582,961
"6411","Rural",7,"Owned",5,3,"Cement","Brick","Metal","Yes","Wood","No","No","No","No","No","Yes","Yes","Yes","No",8013,240,403,2226,461,180,1189,49,271,248,274,228
"6412","Rural",5,"Owned",4,2,"Cement","Concrete","Tile","Yes","Gas","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",9145,78,1515,4046,1664,352,1300,1878,575,1545,1174,1104
"6413","Rural",7,"Owned",3,2,"Earth","Brick","Metal","Yes","Wood","No","Yes","No","No","No","Yes","No","Yes","Yes",5613,127,1122,3432,499,317,801,370,276,932,420,1247
"6414","Urban",6,"Owned",1,1,"Cement","Wood","Metal","Yes","Gas","No","Yes","No","No","No","No","Yes","No","No",6397,93,925,2103,546,312,1082,418,398,1186,1246,694
"6415","Rural",11,"Owned",5,3,"Cement","Brick","Concrete","Yes","Wood","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes",6201,89,1719,5565,622,522,1259,886,420,2751,489,1572
"6416","Urban",4,"Rented",3,1,"Cement","Brick","Concrete","Yes","Coal","No","Yes","No","No","No","Yes","No","Yes","Yes",4727,98,1229,5892,430,221,659,436,373,1531,830,1471
"6417","Rural",5,"Owned",1,1,"Earth","Wood","Metal","No","Wood","No","Yes","No","No","No","No","No","No","No",4719,69,364,885,218,109,322,111,107,58,132,92
"6418","Rural",9,"Owned",1,1,"Earth","Adobe","Metal","Yes","Coal","No","Yes","No","Yes","No","Yes","Yes","Yes","Yes",6603,138,1031,792,800,164,730,739,420,948,824,512
"6419","Rural",5,"Owned",2,2,"Cement","Brick","Concrete","Yes","Gas","No","Yes","No","No","No","Yes","Yes","Yes","Yes",2544,17,557,2256,139,152,325,152,82,527,222,541
"6420","Rural",9,"Owned",1,1,"Earth","Adobe","Thatch","Yes","Other","No","No","No","No","No","No","No","No","No",3931,46,380,347,354,300,140,0,43,71,35,90
"6421","Rural",7,"Owned",3,3,"Cement","Brick","Metal","Yes","Wood","No","Yes","No","Yes","Yes","No","Yes","No","No",8183,148,934,3547,648,507,975,251,410,485,537,663
"6422","Urban",5,"Free",3,2,"Cement","Brick","Metal","Yes","Wood","No","No","No","No","Yes","Yes","Yes","No","No",4745,122,617,4092,400,186,602,86,326,718,368,497
"6423","Rural",7,"Owned",4,3,"Cement","Brick","Metal","Yes","Wood","No","Yes","No","No","No","Yes","Yes","No","Yes",12668,304,648,3324,723,288,2355,230,577,350,710,431
"6424","Rural",9,"Owned",6,4,"Earth","Adobe","Thatch","No","Other","No","Yes","No","Yes","No","No","No","No","No",3926,291,342,377,248,99,201,39,40,46,37,106
"6425","Rural",8,"Owned",2,2,"Cement","Brick","Metal","Yes","Wood","No","Yes","No","Yes","Yes","Yes","Yes","No","Yes",7927,206,1050,3557,692,261,1990,254,587,990,983,576
"6426","Rural",6,"Owned",3,3,"Cement","Adobe","Metal","Yes","Gas","No","Yes","No","Yes","No","No","Yes","Yes","Yes",5380,26,797,2200,580,242,516,391,250,434,603,534
"6427","Rural",5,"Owned",4,3,"Cement","Brick","Metal","Yes","Gas","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes",6919,154,1130,5325,590,544,1683,798,464,936,415,1239
"6428","Rural",5,"Free",3,2,"Cement","Brick","Thatch","Yes","Gas","No","Yes","No","No","No","No","Yes","Yes","Yes",3529,42,971,2947,198,212,531,182,152,940,306,841
"6429","Urban",4,"Owned",6,4,"Other","Brick","Concrete","Yes","Gas","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",5627,101,1777,9651,1895,819,6106,2517,1338,2331,1033,1834
"6430","Rural",6,"Owned",3,2,"Cement","Brick","Metal","Yes","Wood","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes",3567,48,473,3785,490,253,1538,269,140,169,352,1011
"6431","Rural",7,"Owned",3,1,"Cement","Brick","Metal","Yes","Gas","No","Yes","No","No","Yes","No","No","Yes","No",2776,27,881,2509,172,288,557,128,176,1033,200,741
"6432","Rural",9,"Owned",3,3,"Cement","Brick","Concrete","Yes","Wood","Yes","No","No","No","Yes","Yes","Yes","Yes","No",3636,74,842,3033,301,164,544,172,193,1232,316,752
"6433","Urban",3,"Owned",2,1,"Cement","Brick","Scrap","Yes","Gas","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes",4885,76,1168,5517,582,503,3031,917,370,582,558,1543
"6434","Rural",6,"Owned",3,2,"Cement","Brick","Other","Yes","Wood","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes",3668,72,761,3465,503,175,1840,117,247,981,425,824
"6435","Urban",5,"Owned",2,2,"Cement","Brick","Concrete","Yes","Wood","No","Yes","No","No","No","Yes","Yes","Yes","Yes",2965,46,863,3474,261,157,433,230,211,1347,351,866
"6436","Urban",1,"Rented",1,1,"Cement","Brick","Metal","Yes","Wood","No","Yes","No","No","No","Yes","Yes","Yes","Yes",1263,122,426,2739,251,67,295,406,167,140,792,494
"6437","Rural",10,"Owned",7,3,"Cement","Brick","Metal","Yes","Wood","No","No","No","No","No","No","Yes","No","No",8030,276,1284,5518,363,399,670,93,274,1592,181,1657
"6438","Rural",5,"Owned",4,3,"Earth","Wood","Metal","Yes","Coal","No","No","No","No","No","Yes","Yes","No","No",6378,241,339,1856,523,167,591,49,327,150,394,222
"6439","Rural",4,"Owned",2,2,"Cement","Brick","Slate","Yes","Wood","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",4065,69,753,4709,696,254,2885,671,357,558,819,1189
"6440","Rural",7,"Owned",2,1,"Earth","Adobe","Metal","Yes","Wood","No","Yes","No","No","No","No","No","Yes","No",3852,128,457,259,280,132,280,163,111,162,124,152
"6441","Urban",2,"Owned",2,2,"Cement","Brick","Other","Yes","Gas","No","Yes","No","No","No","No","Yes","Yes","Yes",2566,66,432,2259,196,231,640,390,123,142,311,534
"6442","Urban",2,"Free",1,1,"Cement","Brick","Metal","Yes","Gas","No","Yes","No","No","No","Yes","Yes","No","Yes",2614,289,658,2631,291,164,945,661,228,149,1148,683
"6443","Urban",5,"Owned",3,2,"Cement","Wood","Slate","Yes","Petroleum","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes",6950,246,1296,5470,1248,354,7238,969,1092,1217,1740,1223
"6444","Urban",4,"Owned",4,3,"Other","Brick","Concrete","Yes","Gas","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes",4336,60,1227,5798,976,453,2868,1138,681,2179,597,1147
"6445","Urban",4,"Rented",3,2,"Cement","Brick","Concrete","Yes","Gas","No","No","No","No","Yes","Yes","Yes","Yes","Yes",2466,21,469,2618,159,158,285,113,114,657,155,586
"6446","Urban",1,"Free",5,4,"Cement","Brick","Concrete","Yes","Gas","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes",1973,105,869,8086,1588,385,4204,1647,1096,337,1101,1202
